ssn,name,union_no,addr,phone,salary,job_title,exam_date,expertise,certifications
505-35-9552,Kathryn Smith,UAW0679,787 Lolland Flaster Rd,308-545-1317,88000,Traffic Controller,2006-02-23,,
597-34-8325,Grace Velez,UAW0680,145 Lana Ln,150-717-8938,90000,Technician,,Airbus-A330 Boeing-737 Boeing-777,
441-57-0428,Amy Tanner,UAW0681,598 Parkview S,781-990-9461,115000,Pilot,,,Airbus-A350:2020-07-17
692-57-6401,Nathan Andrews,UAW0682,844 Oak Rd,620-534-1686,108000,Pilot,,,Boeing-737:2018-06-25 Airbus-A330:2020-08-18 Airbus-A350:2019-07-01 Boeing-747:2018-06-14 Airbus-A300:2018-08-20
621-22-6833,Johnny Webster,UAW0683,776 Red Rose Ln,983-251-6264,49000,Technician,,Airbus-A350,
500-88-8148,Joe Franklin,UAW0684,521 Via Messina,899-114-9143,113000,Pilot,,,Boeing-747:2020-07-11 Airbus-A380:2020-03-15 Airbus-A350:2020-07-22 Boeing-777:2019-12-25 Boeing-787:2020-09-13
903-56-9099,Carolyn Anthony,UAW0685,268 Via El Cuadro,826-152-3140,54000,Traffic Controller,2012-02-14,,
503-23-4889,Christine Mccarthy,UAW0686,123 Klein Blvd,540-065-5319,93000,Traffic Controller,2012-07-10,,
261-60-4943,John Randall,UAW0687,952 Rincon Point Ln,514-775-1788,127000,Pilot,,,Boeing-747:2019-06-09 Airbus-A300:2018-04-08 Boeing-777:2019-02-03 Airbus-A320:2020-09-15 Boeing-787:2019-06-01 Airbus-A350:2019-09-27 Airbus-A330:2019-11-20
429-44-0629,Diana Meyers,UAW0688,821 Brook Ln,397-224-8395,149000,Traffic Controller,2012-05-14,,
807-92-0467,Terry Lin,UAW0689,125 Franciscan Ct,293-756-6790,107000,Technician,,Boeing-767 Boeing-747 Airbus-A330,
893-23-5596,Sandra Cunningham,UAW0690,322 La Espada Dr,928-841-6575,139000,Technician,,Airbus-A350 Airbus-A320 Boeing-747 Boeing-737,
479-01-9497,Brittany Bauer,UAW0691,269 Graciosa Rd,432-825-1800,100000,Pilot,,,Airbus-A330:2020-05-03 Airbus-A320:2018-12-23 Boeing-787:2020-12-07 Boeing-737:2018-12-16 Airbus-A380:2019-12-13
248-71-6956,Nathan Zimmerman,UAW0692,429 Elisa Ct,909-731-2365,77000,Traffic Controller,2006-10-13,,
655-12-2046,Betty Nichols,UAW0693,756 Slough Rd - University Of California Santa Barbara,794-547-3984,92000,Technician,,Boeing-747,
716-51-9808,Emma Austin,UAW0694,700 Heidi Ct,625-658-3929,69000,Pilot,,,Boeing-777:2019-03-07 Airbus-A300:2017-04-10 Airbus-A350:2020-01-25 Airbus-A330:2017-12-15 Boeing-737:2019-09-08 Airbus-A380:2018-04-25 Boeing-787:2017-04-22
799-15-7261,Johnny Fuller,UAW0695,337 Whispering Pines Dr,963-930-2616,139000,Traffic Controller,2004-03-14,,
387-71-8052,Wayne Myers,UAW0696,340 Margie Ave,579-275-4373,108000,Traffic Controller,2004-12-21,,
814-99-9204,Nicole Mcdaniel,UAW0697,373 Aberdeen Ave,507-105-5401,146000,Traffic Controller,2006-01-19,,
973-10-6228,Kathryn Novak,UAW0698,167 Via Hierba,348-531-1625,124000,Technician,,Boeing-747,
881-98-6269,Timothy Yoder,UAW0699,905 Orchard St,427-254-7684,90000,Technician,,Boeing-737 Boeing-767,
879-13-5357,Jesse Whitaker,UAW0700,253 Chilon Way,766-503-3480,116000,Pilot,,,Airbus-A380:2018-05-05 Airbus-A350:2019-02-14 Airbus-A320:2019-05-27 Boeing-787:2017-07-11 Boeing-747:2020-05-09
491-00-5993,Noah Suarez,UAW0701,715 University Rd - University Of California Santa Barbara,474-463-0756,107000,Technician,,Airbus-A350 Boeing-777 Boeing-747,
571-52-3241,Zachary Hutchinson,UAW0702,466 Schoolhouse Canyon Rd,096-533-2741,115000,Pilot,,,Airbus-A350:2020-11-23 Boeing-737:2017-08-10
696-11-7070,Julie Hall,UAW0703,458 Via Dinero,721-768-9400,130000,Traffic Controller,2005-07-22,,
464-57-7254,Christina Mahoney,UAW0704,281 Franklin Rd,287-750-7606,83000,Traffic Controller,2001-05-20,,
349-51-5482,Jane Bradley,UAW0705,311 Toltec Way,128-619-8219,138000,Traffic Controller,2002-04-09,,
952-37-0245,Samuel Orozco,UAW0706,341 Primrose Ln,752-994-5719,101000,Technician,,Airbus-A350,
076-94-6946,Michelle Gregory,UAW0707,811 Eversden Ln,525-365-3078,54000,Pilot,,,Boeing-787:2018-12-21 Boeing-767:2018-02-22 Airbus-A300:2019-07-19 Airbus-A350:2019-08-25
555-58-6397,Scott Green,UAW0708,813 Lana Ln,600-581-8595,118000,Traffic Controller,2003-07-18,,
396-58-7291,Benjamin Norris,UAW0709,330 Oak Springs Ln,486-295-1507,80000,Technician,,Airbus-A350 Airbus-A300 Airbus-A330 Boeing-787,
551-13-4065,Jordan Randall,UAW0710,183 Lorencita Dr,229-832-4292,137000,Pilot,,,Airbus-A330:2020-06-27 Boeing-737:2017-09-04 Boeing-747:2018-02-23 Boeing-767:2018-01-02
391-04-0694,Gerald Serrano,UAW0711,980 El Camino Ratel,784-870-6017,97000,Traffic Controller,2000-02-06,,
370-87-4189,Lauren Bishop,UAW0712,682 High Meadow Rd,609-932-7412,127000,Pilot,,,Boeing-737:2019-12-11 Airbus-A350:2018-09-25 Airbus-A320:2019-11-17 Boeing-787:2018-04-13 Boeing-747:2020-04-17 Airbus-A330:2017-09-09
496-71-7832,Roy Dawson,UAW0713,578 S Calle Cesar Chavez,528-454-9104,115000,Traffic Controller,2004-02-09,,
275-34-0539,Brittany Harrington,UAW0714,382 Veronica Pl,137-785-4835,89000,Traffic Controller,2007-12-28,,
427-36-6549,Jessica Chan,UAW0715,155 La Buena Tierra,785-718-0957,88000,Pilot,,,Boeing-767:2020-01-22 Airbus-A300:2019-05-01
944-29-9044,Margaret Schwartz,UAW0716,149 Oramas Rd,309-881-6638,78000,Pilot,,,Airbus-A330:2018-03-28 Boeing-737:2019-10-18 Airbus-A320:2018-10-01 Airbus-A380:2018-10-23
223-76-9128,Scott Dodson,UAW0717,379 Oak Valley Ct,232-045-8440,76000,Pilot,,,Airbus-A320:2018-04-19 Airbus-A380:2018-05-03 Airbus-A330:2019-03-21 Boeing-737:2020-07-02
717-37-2776,Eric Cuevas,UAW0718,895 Deerhurst Dr,307-289-1078,127000,Traffic Controller,2006-12-06,,
150-43-8808,Tyler Hood,UAW0719,144 Stratford Dr,162-548-6581,122000,Technician,,Airbus-A380 Airbus-A300 Boeing-767,
353-28-6438,Brian Davila,UAW0720,235 Parkview S,214-802-6042,49000,Technician,,Boeing-777 Airbus-A320,
763-56-7419,Jerry Powers,UAW0721,220 Riddering St,562-128-8914,45000,Traffic Controller,2016-03-25,,
352-88-5687,Melissa Sloan,UAW0722,363 I St,419-116-9030,75000,Traffic Controller,2011-02-24,,
899-74-4157,Joshua Davidson,UAW0723,254 Coronado Dr,984-695-7684,92000,Traffic Controller,2013-04-03,,
912-24-8228,Jane Huynh,UAW0724,137 Perez Rd,466-896-0284,147000,Technician,,Boeing-767 Airbus-A330,
740-10-9338,Alice Cain,UAW0725,1000 Sea Gull Dr,326-021-6538,68000,Technician,,Boeing-747,
787-62-7969,Lauren Bradshaw,UAW0726,699 Cactus Ln,206-465-5234,64000,Traffic Controller,2001-12-24,,
010-68-1265,Albert Reese,UAW0727,938 Channing Ln,504-505-1403,48000,Pilot,,,Airbus-A350:2017-12-22 Airbus-A380:2019-12-24 Boeing-787:2019-06-11 Boeing-747:2017-01-13 Airbus-A330:2018-03-19 Airbus-A320:2018-07-02
443-77-3801,Betty Mueller,UAW0728,402 Garden Dr,328-927-8964,80000,Technician,,Boeing-737,
377-53-4403,Dorothy Small,UAW0729,347 Tollis Ave,951-131-3199,114000,Traffic Controller,2013-10-09,,
757-28-4970,Jesse Johnson,UAW0730,223 Ocean Ave,140-383-5447,98000,Traffic Controller,2014-12-05,,
637-15-7339,Jacqueline Booth,UAW0731,326 Harrison Dr,270-550-3762,135000,Technician,,Boeing-737 Boeing-747,
231-94-5388,Daniel Benitez,UAW0732,249 Goldsmith Ct,812-625-8012,89000,Traffic Controller,2009-10-28,,
655-45-7422,Andrew Cunningham,UAW0733,299 Garden Ln,388-429-6819,86000,Pilot,,,Boeing-747:2017-08-11 Boeing-767:2020-12-04 Airbus-A320:2020-06-26 Boeing-777:2019-03-03 Airbus-A350:2020-02-08 Airbus-A300:2019-12-26 Airbus-A380:2019-12-21 Boeing-787:2017-07-15
073-58-4873,Benjamin Callahan,UAW0734,781 Stokes,371-990-9668,54000,Technician,,Airbus-A320,
673-09-7323,Jacob Tran,UAW0735,801 Balboa Dr,407-872-1741,94000,Traffic Controller,2013-12-13,,
127-37-9066,Kayla Lutz,UAW0736,870 Overpass Rd,257-587-5334,108000,Traffic Controller,2001-12-26,,
670-04-4382,Michelle Jensen,UAW0737,582 Telephone Rd,220-610-6624,48000,Traffic Controller,2010-08-17,,
760-42-3923,Christopher Hodge,UAW0738,667 Greenwood Rd,195-284-4155,71000,Pilot,,,Airbus-A380:2020-02-18 Airbus-A320:2019-01-16 Boeing-767:2020-04-16 Boeing-737:2017-12-25
056-80-0641,Julie Christensen,UAW0739,691 Lou Dillon Ct,377-392-9669,58000,Pilot,,,Boeing-767:2019-03-01 Airbus-A380:2017-01-28 Airbus-A350:2020-08-23 Boeing-777:2019-09-16 Boeing-737:2018-07-26 Airbus-A320:2019-12-21 Boeing-747:2018-12-05
940-42-2029,Gregory Simon,UAW0740,248 Pennsylvania St,391-213-0724,116000,Traffic Controller,2013-11-10,,
956-14-9321,Virginia Roberson,UAW0741,251 Paradise Ln - Los Padres National Forest,470-871-8485,108000,Traffic Controller,2016-02-08,,
971-43-3856,Joan Boyd,UAW0742,729 Maple Ct,482-530-8999,77000,Technician,,Boeing-787 Airbus-A350 Boeing-777,
829-06-7820,Beverly Obrien,UAW0743,886 Muirfield Pl,599-232-1235,69000,Technician,,Boeing-737 Airbus-A300 Airbus-A350,
547-30-8850,Anna Berg,UAW0744,1000 S Smith St,489-417-1999,118000,Traffic Controller,2004-12-17,,
400-83-5597,Ethan Mata,UAW0745,740 San Marcos - Los Padres National Forest,520-266-0900,100000,Traffic Controller,2012-12-14,,
871-90-8968,Jacob Hines,UAW0746,447 Eversden Ln,697-802-0593,96000,Pilot,,,Airbus-A330:2018-06-26 Boeing-777:2020-01-21 Airbus-A350:2019-03-07 Airbus-A300:2020-02-16 Boeing-767:2019-11-04
934-35-1650,Louis Moody,UAW0747,499 Vista Elevada,233-260-8141,102000,Pilot,,,Airbus-A350:2019-01-20 Boeing-767:2017-11-21 Boeing-787:2019-07-23 Boeing-737:2018-09-14 Boeing-747:2018-06-09 Airbus-A320:2018-11-23 Boeing-777:2019-09-08 Airbus-A300:2020-06-13
956-59-4918,Gregory Sanford,UAW0748,439 Via Pavion,015-281-7179,85000,Technician,,Boeing-787 Airbus-A350,
462-66-7935,Theresa Cobb,UAW0749,563 Orange Ave,476-951-2595,88000,Pilot,,,Boeing-747:2018-10-16 Boeing-787:2018-02-20
225-13-2094,Paul Steele,UAW0750,582 Las Positas Rd,163-561-9768,79000,Technician,,Boeing-747 Boeing-737,
194-78-4637,Matthew Gamble,UAW0751,569 Augustenburg Pl,560-393-5729,139000,Pilot,,,Airbus-A380:2017-07-25 Boeing-767:2017-04-01 Airbus-A350:2018-01-20 Airbus-A330:2020-11-02 Boeing-777:2020-03-03 Airbus-A320:2020-04-09 Boeing-737:2019-05-21
261-60-9873,Lisa Roach,UAW0752,196 Modello Ave,190-837-4221,115000,Traffic Controller,2013-03-15,,
648-34-0085,Ashley Galvan,UAW0753,626 Oswego Way,041-221-9373,45000,Pilot,,,Boeing-747:2018-06-04 Airbus-A320:2019-12-11 Airbus-A300:2020-12-04 Airbus-A380:2017-05-25 Boeing-767:2018-07-13 Airbus-A330:2019-08-06 Boeing-787:2018-02-15
876-30-0174,Laura Terrell,UAW0754,989 Franklin Rd,350-022-1117,137000,Pilot,,,Airbus-A300:2017-05-07 Airbus-A350:2019-06-07 Boeing-747:2018-03-23
471-81-5254,Billy Key,UAW0755,178 Andrew Ave,368-280-3968,104000,Pilot,,,Boeing-787:2018-01-16 Boeing-777:2017-03-12 Airbus-A330:2017-03-27
985-84-0070,Lori Crawford,UAW0756,185 Circle Dr,319-520-1611,141000,Technician,,Airbus-A300 Boeing-747 Airbus-A380 Airbus-A350 Boeing-787,
710-28-3113,Ruth Bender,UAW0757,571 Oleander St,923-544-2122,73000,Traffic Controller,2000-08-07,,
341-84-2048,Nathan Park,UAW0758,946 Schoolhouse Canyon Rd,949-908-2849,51000,Traffic Controller,2013-07-01,,
206-15-1925,Katherine Combs,UAW0759,375 Libra Dr,113-556-6440,139000,Technician,,Airbus-A300 Airbus-A330 Boeing-737 Boeing-777 Airbus-A380,
728-19-0596,Tyler Powers,UAW0760,829 Las Flores Way,058-116-8490,121000,Traffic Controller,2011-04-01,,
988-33-9821,Cynthia Coleman,UAW0761,579 Marilla Ave,449-172-8389,118000,Technician,,Boeing-747 Boeing-787,
017-76-4682,Daniel Keller,UAW0762,317 Albireo Ave,505-453-5701,129000,Traffic Controller,2003-12-09,,
102-29-5604,Tammy Dyer,UAW0763,171 Lower Hyde,537-042-0285,73000,Traffic Controller,2004-12-03,,
193-23-5482,Jeffrey Mcpherson,UAW0764,590 Hangar St,338-099-4969,134000,Traffic Controller,2014-05-19,,
265-27-1788,Lawrence Lin,UAW0765,865 Alameda Ave,601-637-1623,68000,Pilot,,,Airbus-A300:2018-11-01 Airbus-A320:2017-03-21 Boeing-747:2018-04-04 Airbus-A350:2018-08-06
222-63-5297,Scott Zavala,UAW0766,634 Benton Ave,216-635-2952,119000,Traffic Controller,2003-02-15,,
815-54-7696,Debra Gay,UAW0767,739 Ribe Rd,393-185-3635,79000,Pilot,,,Boeing-747:2018-04-09 Airbus-A330:2017-12-25 Boeing-787:2019-07-22
814-01-3689,Christian Miller,UAW0768,543 Nartatez Ct,932-532-8850,89000,Traffic Controller,2004-10-10,,
309-53-6232,Judy Peters,UAW0769,647 Via Roma,762-105-4342,47000,Traffic Controller,2004-08-16,,
756-47-6912,Justin Gilbert,UAW0770,634 Invierno Dr,901-548-6608,130000,Technician,,Airbus-A380,
899-84-0256,Megan Robinson,UAW0771,164 Manzanita Rd - Los Padres National Forest,481-339-0753,83000,Traffic Controller,2004-06-28,,
442-31-4925,Hannah Banks,UAW0772,880 Madrid Rd,227-425-3907,64000,Technician,,Airbus-A380 Airbus-A300 Boeing-787,
939-63-9645,Jose Navarro,UAW0773,630 Bodger Rd,783-125-0403,52000,Traffic Controller,2007-11-10,,
012-36-0917,Victoria Lucero,UAW0774,758 Via Riviera,923-090-3838,56000,Technician,,Boeing-767 Airbus-A380 Airbus-A350 Airbus-A330,
800-23-4870,Bryan Finley,UAW0775,333 Woodley Ct,560-206-8663,97000,Traffic Controller,2009-07-13,,
407-83-1572,Benjamin Barron,UAW0776,977 Toltec Way,581-220-9881,118000,Traffic Controller,2001-06-06,,
337-27-8061,Beverly Rivas,UAW0777,514 Rivaldi Dr,908-227-7014,71000,Pilot,,,Airbus-A350:2019-12-22 Boeing-787:2017-02-11 Boeing-737:2017-05-12 Airbus-A380:2018-07-10
776-97-6021,Eric Mata,UAW0778,552 Los Pinos Dr,909-414-6368,111000,Pilot,,,Airbus-A320:2018-02-23 Airbus-A300:2019-01-12
839-56-8245,Elizabeth Stewart,UAW0779,522 Diana Rd,165-140-4458,99000,Traffic Controller,2007-04-11,,
056-18-8701,Charles Ali,UAW0780,166 Maley Dr,584-889-4980,55000,Pilot,,,Airbus-A300:2017-08-28 Boeing-787:2017-12-11 Airbus-A380:2020-12-13 Boeing-767:2019-07-14 Airbus-A320:2020-03-07 Airbus-A350:2018-02-27
089-35-6342,Eugene Collins,UAW0781,550 La Vista Del Oceano,629-531-0483,95000,Pilot,,,Airbus-A330:2017-11-19 Boeing-747:2017-09-16 Airbus-A320:2018-02-26 Boeing-777:2018-04-09 Airbus-A300:2019-05-11 Airbus-A350:2018-04-27
400-58-3040,Sharon Reid,UAW0782,703 Eliza Dr,945-469-3829,60000,Traffic Controller,2001-02-04,,
801-59-9430,Henry Yang,UAW0783,782 Lemon Dr,562-821-3329,132000,Traffic Controller,2007-04-17,,
666-92-2754,Amanda Bush,UAW0784,736 Pallace Becknell Rd,296-033-8028,85000,Technician,,Boeing-787 Airbus-A380 Airbus-A300,
499-82-9898,Lori Whitney,UAW0785,160 Mountain View Rd,208-638-6396,56000,Pilot,,,Airbus-A380:2017-02-15 Boeing-787:2017-08-28 Airbus-A350:2019-01-04 Boeing-747:2020-07-22 Boeing-777:2018-08-06 Airbus-A300:2019-11-12 Boeing-767:2019-12-16 Boeing-737:2019-10-02
276-56-0882,Eugene Vang,UAW0786,932 Punch Bowl Rd,197-177-5419,45000,Pilot,,,Airbus-A320:2017-06-17 Boeing-747:2019-06-17 Boeing-777:2020-06-14 Boeing-737:2017-08-18 Boeing-787:2018-01-21 Airbus-A300:2017-10-27 Airbus-A330:2019-11-05
532-69-2333,Jane Sosa,UAW0787,626 Lorinda Pl,026-491-1096,130000,Technician,,Airbus-A350 Boeing-747,
933-07-6556,Paul Avila,UAW0788,416 Hitchcock Ranch Rd,098-662-5706,93000,Pilot,,,Airbus-A330:2020-12-08 Airbus-A350:2020-03-13 Airbus-A300:2020-07-28 Airbus-A320:2020-04-17 Boeing-777:2019-03-28 Boeing-767:2017-06-15
017-92-8888,Susan Weiss,UAW0789,588 Freesia Dr,286-283-4025,108000,Technician,,Airbus-A380 Airbus-A330,
724-77-4516,Rose Mcmillan,UAW0790,705 Auriga Ave,832-428-7571,53000,Traffic Controller,2014-12-18,,
659-07-1041,Joseph Watson,UAW0791,534 San Bergamo Dr,476-527-3152,142000,Pilot,,,Airbus-A330:2018-04-03 Airbus-A300:2020-06-14
358-54-8696,Raymond Smith,UAW0792,158 Sea Ledge Ln,139-069-0210,55000,Pilot,,,Airbus-A300:2018-10-12 Boeing-737:2019-12-06 Boeing-747:2019-10-26
366-20-0523,Jack Stevens,UAW0793,281 Dorwin Ln,555-066-5424,79000,Pilot,,,Boeing-787:2020-11-24 Airbus-A300:2019-07-04 Airbus-A380:2019-08-19 Boeing-737:2018-08-10 Boeing-777:2020-09-19 Boeing-747:2017-12-15 Airbus-A320:2017-03-21
564-45-8839,Bobby Trevino,UAW0794,797 Cimarron Dr,937-047-2178,70000,Traffic Controller,2002-12-12,,
021-35-0243,Thomas Pierce,UAW0795,433 Potrero Ln - Los Padres National Forest,240-416-6362,74000,Technician,,Airbus-A350 Boeing-737 Airbus-A320,
318-74-2727,Russell Wise,UAW0796,348 Jensen Ranch Rd,394-824-8514,118000,Technician,,Airbus-A330,
766-92-4238,Betty Mccullough,UAW0797,465 Arroyico Ln,555-680-0989,88000,Pilot,,,Airbus-A320:2019-04-27 Boeing-767:2017-01-11 Airbus-A300:2019-01-20 Airbus-A330:2017-03-26 Boeing-747:2017-09-27 Boeing-777:2019-01-13 Boeing-787:2019-01-07
550-40-1460,Donna Ryan,UAW0798,612 Camp Ln,093-003-0167,68000,Traffic Controller,2011-02-06,,
155-83-7798,Juan Stout,UAW0799,122 Toyon Dr,999-120-9785,62000,Pilot,,,Airbus-A330:2017-05-28 Boeing-777:2017-12-08 Boeing-767:2017-08-27 Airbus-A350:2019-12-23 Boeing-737:2020-01-19 Airbus-A380:2019-06-17 Boeing-747:2020-05-14
010-19-5103,Randy Nixon,UAW0800,690 De La Cresta,265-594-0082,95000,Traffic Controller,2005-07-08,,
453-23-8673,Lisa Lee,UAW0801,656 Muirfield Pl,111-965-7315,149000,Technician,,Airbus-A380 Boeing-787 Airbus-A300 Airbus-A350,
819-72-4018,Brian Craig,UAW0802,586 Alisos Rd,241-631-4956,133000,Pilot,,,Airbus-A350:2017-03-06 Boeing-747:2019-02-02
156-19-0844,David Dillon,UAW0803,566 San Antonio Creek Rd,105-172-6168,79000,Pilot,,,Boeing-787:2019-02-09 Airbus-A330:2019-02-12 Airbus-A300:2018-03-01 Boeing-747:2018-09-11 Airbus-A320:2017-09-11 Airbus-A350:2019-01-25 Airbus-A380:2019-02-08
093-57-7374,Roger Rivera,UAW0804,749 Marian Dr,586-296-4298,86000,Pilot,,,Boeing-767:2019-08-06 Airbus-A350:2020-01-16 Boeing-777:2020-10-12 Boeing-787:2020-10-14 Airbus-A320:2017-04-19 Boeing-747:2018-12-25
256-58-6540,Ronald Aguilar,UAW0805,456 Park Cir,625-095-2729,110000,Technician,,Boeing-767 Airbus-A350,
083-78-8456,Edward Mccullough,UAW0806,250 Paseo Del Pinon,453-424-5580,137000,Traffic Controller,2004-11-21,,
824-16-6581,Arthur Fowler,UAW0807,672 Weston Dr,885-273-9464,130000,Pilot,,,Airbus-A380:2020-05-20 Airbus-A330:2018-01-13 Boeing-737:2020-12-16 Airbus-A350:2018-12-22 Airbus-A320:2018-09-20 Boeing-777:2017-10-05
863-87-3526,Matthew Atkinson,UAW0808,845 Olive Hill Rd,269-514-0105,103000,Traffic Controller,2002-11-23,,
649-33-8737,Jean Ali,UAW0809,102 Via Del Carmel,058-319-2455,111000,Technician,,Airbus-A350,
525-97-9080,Theresa Mosley,UAW0810,294 Walnut Dr,128-886-4175,106000,Pilot,,,Airbus-A380:2020-04-27 Boeing-747:2019-07-19 Airbus-A330:2018-06-13
874-75-8605,Gerald Hatfield,UAW0811,609 Samantha Pl,814-887-0648,46000,Technician,,Airbus-A350 Boeing-777 Airbus-A320 Airbus-A300,
338-75-3413,Carolyn Freeman,UAW0812,894 Arden Ave,729-019-3118,121000,Traffic Controller,2013-08-19,,
644-64-4001,Jessica Drake,UAW0813,305 Sunset Valley Rd - Los Padres National Forest,942-268-4251,96000,Technician,,Boeing-737,
805-42-0753,Willie Blackwell,UAW0814,706 Christopher Ln,472-480-1244,149000,Traffic Controller,2009-09-08,,
615-66-9542,Cheryl Leblanc,UAW0815,915 Church Ln,693-245-0596,115000,Traffic Controller,2013-01-15,,
315-89-8693,Matthew Wilkinson,UAW0816,746 Aspen St,001-814-5574,64000,Pilot,,,Boeing-767:2020-06-10 Boeing-747:2017-01-02 Airbus-A380:2020-10-06 Boeing-787:2017-07-07 Airbus-A330:2019-06-25 Boeing-737:2018-09-28 Airbus-A300:2020-06-01
847-77-3091,Sara Cain,UAW0817,145 Alderwood Ln,039-084-6330,82000,Pilot,,,Boeing-787:2018-10-22 Airbus-A300:2019-11-02 Airbus-A320:2017-04-25 Airbus-A330:2020-03-13
305-29-9154,Jack Neal,UAW0818,470 Albireo Ave,386-349-4179,107000,Pilot,,,Boeing-747:2017-10-17 Airbus-A300:2020-09-09 Airbus-A320:2017-05-17 Boeing-777:2019-12-06 Airbus-A330:2018-12-10 Boeing-787:2019-10-01
421-13-5349,Andrew Erickson,UAW0819,755 Le Valley Rd,135-172-2835,88000,Pilot,,,Airbus-A320:2020-10-14 Airbus-A300:2017-06-12 Boeing-777:2019-05-12 Boeing-767:2019-02-03 Airbus-A350:2019-03-11 Boeing-737:2017-02-09
464-35-3095,Austin Savage,UAW0820,931 E Pedregosa St,118-659-3598,59000,Traffic Controller,2002-09-25,,
374-75-4950,Ann Blankenship,UAW0821,496 Cliff Dr,498-064-8187,76000,Pilot,,,Boeing-787:2017-07-03 Boeing-767:2018-07-18 Airbus-A300:2018-12-25 Airbus-A350:2019-10-11 Boeing-777:2017-12-28 Airbus-A330:2020-10-10 Boeing-747:2020-07-07
596-17-7484,Samantha Knight,UAW0822,955 Robert Rd,425-052-0380,70000,Pilot,,,Boeing-787:2019-11-14 Boeing-737:2019-09-24 Airbus-A330:2018-08-16 Boeing-777:2019-05-20 Airbus-A350:2020-03-12
194-98-0527,Juan Manning,UAW0823,441 Del Rey Ln,675-287-6694,140000,Technician,,Boeing-777 Airbus-A350,
601-56-7161,Kathy Maynard,UAW0824,510 E Mcelhany Ave,113-859-7490,50000,Pilot,,,Boeing-747:2018-01-14 Boeing-737:2018-07-25 Airbus-A380:2020-09-02 Boeing-777:2018-11-12
904-61-4893,Nicholas Burnett,UAW0825,857 Juvenile Hall Rd,845-453-9009,146000,Technician,,Boeing-767 Boeing-787 Boeing-747,
450-84-3568,Charles Rios,UAW0826,509 Motor Way,204-470-1892,111000,Traffic Controller,2005-01-07,,
438-53-3339,Keith Harrington,UAW0827,801 More Rd,497-751-5118,55000,Traffic Controller,2008-03-03,,
332-69-1279,Carol Bryant,UAW0828,571 Tabitha Ln,581-055-9548,141000,Pilot,,,Boeing-787:2018-01-22
602-16-0379,Hannah Kelly,UAW0829,250 Oak Crest Dr,694-009-3308,119000,Technician,,Boeing-787 Airbus-A350 Airbus-A380 Airbus-A300,
656-40-7607,Kevin Sellers,UAW0830,383 Covington Way,426-141-0303,64000,Pilot,,,Airbus-A350:2020-03-07 Boeing-767:2019-01-18 Airbus-A330:2019-06-08 Boeing-747:2017-11-07 Airbus-A300:2019-10-05 Airbus-A380:2019-09-10 Boeing-787:2018-02-20
401-58-5857,Daniel Mann,UAW0831,138 Kentucky Rd,919-334-9990,95000,Pilot,,,Boeing-777:2019-09-19 Boeing-737:2020-06-03 Airbus-A350:2019-07-24 Boeing-787:2020-06-09 Airbus-A380:2020-04-14 Boeing-747:2019-12-14 Boeing-767:2017-10-03 Airbus-A300:2018-04-06 Airbus-A320:2018-12-19
550-84-0784,Melissa Kirk,UAW0832,876 Randall Rd,569-459-1423,65000,Technician,,Boeing-777,
247-76-6868,Janice Reyes,UAW0833,579 Williams Way,118-679-9021,142000,Traffic Controller,2011-01-04,,
045-03-5182,Rebecca Spencer,UAW0834,749 Whitney Ct,154-775-0594,99000,Technician,,Boeing-747,
050-52-9541,Johnny Kirk,UAW0835,997 Oswego Way,091-458-4365,102000,Pilot,,,Airbus-A300:2019-12-08 Boeing-787:2018-05-11
424-15-2508,Christina Harding,UAW0836,512 Cecelia Dr,657-272-3408,137000,Pilot,,,Airbus-A350:2019-01-05 Airbus-A320:2020-07-15 Boeing-787:2019-07-26 Boeing-767:2020-07-27 Airbus-A380:2017-02-02 Boeing-777:2018-03-15 Airbus-A300:2017-08-12
554-20-4471,Joseph Morgan,UAW0837,855 La Vista Rd,086-906-2354,47000,Traffic Controller,2016-11-20,,
802-64-4527,Jerry Petty,UAW0838,820 Walnut Pl,667-091-8171,71000,Technician,,Airbus-A380,
543-68-1586,Nicole Duran,UAW0839,201 Campana Ct,539-968-1791,150000,Technician,,Airbus-A320,
223-80-5399,Jason Avery,UAW0840,113 Via Gennita,058-089-2957,64000,Technician,,Airbus-A320 Airbus-A330 Boeing-767 Airbus-A350,
850-20-9832,Tyler Rasmussen,UAW0841,852 Lorinda Way,755-660-5551,105000,Pilot,,,Airbus-A350:2018-12-10 Airbus-A330:2017-05-16 Boeing-787:2019-06-01 Boeing-777:2019-12-26 Boeing-747:2020-07-23
084-18-5162,Jeremy Beard,UAW0842,150 Westminster Ln,052-863-0426,66000,Technician,,Airbus-A320 Boeing-767 Airbus-A330,
865-31-1194,Brittany Barron,UAW0843,528 Kapalua Dr,719-273-7549,121000,Traffic Controller,2004-05-17,,
566-57-5659,Larry Melendez,UAW0844,234 Grapevine Rd,394-873-9406,121000,Pilot,,,Airbus-A320:2019-04-27 Airbus-A330:2018-01-05 Boeing-737:2020-04-12
246-44-3885,Adam Gilbert,UAW0845,665 Porto Rd,695-043-8217,78000,Technician,,Airbus-A380 Airbus-A300 Boeing-787 Boeing-737 Boeing-767,
540-43-2812,Brian Owens,UAW0846,584 Winter Rd,233-482-7038,74000,Traffic Controller,2014-09-18,,
