flight_no,src,dest,arrival,depart,pilot
KS81385,CRE,NTJ,2015-09-04 22:16:28,2015-09-04 16:36:38,913-58-5296
OA42961,VRS,KIC,2016-12-22 05:45:58,2016-12-22 03:30:22,674-52-6003
BL28060,JOC,TAL,2015-10-11 12:00:27,2015-10-11 07:02:49,351-73-1830
SO2615,HKS,HTL,2012-04-14 21:11:40,2012-04-14 19:05:49,190-56-5509
PR70577,WCR,CBA,2008-02-25 23:52:21,2008-02-25 22:10:20,933-07-6556
NC27071,ORH,OBU,2014-08-20 18:20:14,2014-08-20 13:09:07,656-40-7607
KV77104,MLL,JRE,2008-08-09 15:43:17,2008-08-09 11:07:52,332-69-1279
ND11000,EDW,MSO,2008-01-05 09:23:22,2008-01-05 07:55:43,655-45-7422
MM72177,PWK,CZZ,2016-07-30 12:52:03,2016-07-30 09:58:52,388-26-3489
IQ17598,SOP,IAB,2011-05-04 20:44:22,2011-05-04 17:46:09,227-75-8212
FU32333,BIE,IFP,2013-05-08 01:24:47,2013-05-07 22:42:00,864-33-7156
YM32858,WLK,MBY,2014-04-02 23:44:43,2014-04-02 18:42:25,801-36-8342
UM14088,RMG,UBS,2011-07-12 13:50:04,2011-07-12 06:59:08,248-50-8554
YC69470,TKI,JLN,2015-02-13 15:33:18,2015-02-13 13:42:57,490-52-0092
RC71093,WBU,CGF,2008-04-27 00:28:51,2008-04-26 21:15:44,564-80-6789
AI60692,PTL,LOG,2016-05-17 20:08:54,2016-05-17 13:52:48,955-15-5710
FO42929,FCY,SJT,2014-05-04 16:44:19,2014-05-04 14:55:12,656-40-7607
FN66538,CUB,RST,2015-09-13 06:37:18,2015-09-13 05:32:08,492-79-2478
GC14537,WGO,DMN,2009-07-11 15:54:05,2009-07-11 10:16:18,958-78-2153
SP39292,CDW,HIF,2014-12-27 20:35:28,2014-12-27 14:01:49,459-28-1225
ZD14379,CUB,PAH,2014-04-04 01:22:43,2014-04-03 22:10:14,888-31-6386
CG8059,RMP,KVL,2015-11-23 09:18:30,2015-11-23 03:32:41,835-98-3446
OM93376,RSN,DLL,2010-11-27 22:45:45,2010-11-27 21:43:14,145-13-1877
RP86417,RCE,KCL,2015-04-21 13:46:47,2015-04-21 08:42:26,944-08-0956
XM39307,LAR,MWH,2009-01-19 20:39:08,2009-01-19 16:52:31,420-95-5680
GW85444,MEO,MVE,2013-07-10 18:21:23,2013-07-10 15:34:50,338-83-6303
TC91327,RDM,DAN,2014-12-06 05:08:36,2014-12-06 01:02:13,857-94-0931
JC55767,NOL,VJI,2016-05-24 15:16:14,2016-05-24 10:54:57,540-42-7099
BQ81244,SVS,RIW,2015-05-04 09:25:08,2015-05-04 07:34:13,285-68-5198
ZL63390,SPZ,SUX,2011-08-17 18:28:59,2011-08-17 12:35:08,944-08-0956
ZP54043,HCW,MUT,2012-02-28 01:39:56,2012-02-27 23:24:56,162-92-6896
FL27809,BAF,CLC,2010-11-19 01:32:39,2010-11-18 21:41:59,193-43-6507
IH16529,GMT,POH,2013-05-06 20:59:41,2013-05-06 15:46:23,056-18-8701
LB55870,WSF,SUA,2009-11-03 11:54:45,2009-11-03 08:29:53,241-38-8590
ZY65915,ABY,WLM,2008-05-10 21:53:06,2008-05-10 18:50:53,492-79-2478
OI39029,JDM,ERV,2008-06-14 17:59:16,2008-06-14 13:34:15,278-06-4811
UU58478,CKD,AUK,2014-10-17 05:47:08,2014-10-16 23:29:05,073-37-6316
QU39325,CXL,OSU,2015-03-22 02:15:15,2015-03-21 19:33:27,145-74-2677
ZA51473,OKS,RZZ,2012-09-26 06:18:02,2012-09-25 23:31:36,374-96-3918
UC41937,LXN,KMO,2009-02-06 12:00:37,2009-02-06 07:07:27,592-61-7492
UA22562,DGB,HAO,2008-01-16 05:43:56,2008-01-16 00:44:31,145-96-7331
ZM7732,NOH,HLI,2010-11-10 13:19:54,2010-11-10 11:23:34,358-54-8696
YB67188,RMC,TYE,2014-04-16 21:21:44,2014-04-16 18:02:15,922-92-2115
QO29975,ASH,AEL,2009-04-26 20:16:16,2009-04-26 15:05:55,139-87-9484
DE21448,MYF,OCW,2015-03-13 14:40:05,2015-03-13 12:23:49,525-97-9080
HK52393,CEC,JSK,2015-05-10 19:13:56,2015-05-10 14:32:19,794-02-2853
VM95671,TRI,NHX,2016-04-13 01:37:26,2016-04-12 22:01:02,564-80-6789
JH57573,SUM,OXD,2011-06-03 12:25:59,2011-06-03 07:52:04,719-05-9171
RC32003,GAL,TLR,2009-01-05 17:27:56,2009-01-05 10:38:04,056-18-8701
LS58876,CCG,AID,2009-11-12 11:43:58,2009-11-12 08:46:04,132-28-4931
ME66875,SMF,WVI,2010-02-19 10:38:59,2010-02-19 03:56:23,364-88-7233
OE4276,RLD,ASE,2009-10-18 02:20:33,2009-10-17 21:30:26,322-87-0151
ZG3751,KWK,IPL,2015-05-10 04:40:28,2015-05-09 22:17:10,373-39-6461
TT95648,BTM,BYS,2009-07-22 09:40:56,2009-07-22 07:21:58,056-18-8701
TM2064,PNX,ABE,2009-12-24 05:28:30,2009-12-24 03:59:57,835-98-3446
BB38981,GBG,BWG,2013-01-11 01:41:21,2013-01-10 23:02:47,916-57-0475
EL5365,ISM,WWS,2015-09-14 15:57:01,2015-09-14 09:49:07,958-55-6714
PT97408,PTA,PAM,2014-10-08 14:07:20,2014-10-08 08:00:02,325-83-7578
VY73776,LAL,KWF,2015-12-07 04:06:29,2015-12-06 22:14:28,176-39-8972
LZ24837,FAK,ARC,2011-03-01 11:28:47,2011-03-01 07:09:36,380-27-2055
ZC30978,SWW,SVN,2009-03-16 01:09:10,2009-03-15 22:30:33,370-87-4189
GJ9745,RLD,MDR,2015-01-14 00:08:00,2015-01-13 20:37:55,533-43-9376
EN46346,GRE,HZL,2016-03-10 05:51:41,2016-03-10 01:39:47,944-08-0956
JP68804,COP,PTN,2011-02-16 22:30:08,2011-02-16 20:18:09,944-08-0956
FT5726,LOT,AXN,2008-01-14 10:49:22,2008-01-14 04:42:13,173-60-1644
KO37026,ONM,TOP,2009-08-20 07:47:28,2009-08-20 06:19:42,025-03-4257
KK13686,CZO,JPD,2014-12-22 22:03:17,2014-12-22 18:41:14,850-20-9832
IY66332,OWD,ASX,2014-12-16 20:44:55,2014-12-16 19:43:52,325-08-4481
EA55260,DSI,NOT,2016-07-05 04:27:22,2016-07-05 00:35:19,492-79-2478
UO70862,ARV,INT,2008-07-19 11:31:20,2008-07-19 05:56:04,554-65-4897
JA36925,IKK,BWC,2011-04-07 12:44:58,2011-04-07 06:55:56,775-51-1864
ZJ76450,WYS,MXY,2008-04-21 07:53:16,2008-04-21 02:42:55,278-63-9230
JY49672,OKS,PLB,2013-12-12 21:19:08,2013-12-12 19:06:07,847-77-3091
FE62194,MHR,BLD,2010-11-22 05:42:22,2010-11-21 23:07:08,672-28-1014
XH23013,LDJ,MKT,2014-06-20 17:05:47,2014-06-20 11:02:38,631-46-7646
TX29329,GRN,SUW,2009-12-23 11:53:26,2009-12-23 10:48:16,364-88-7233
AY46962,KMY,FLL,2015-09-02 14:05:08,2015-09-02 08:30:17,644-26-1154
JP74848,VEX,BPT,2015-02-01 17:25:33,2015-02-01 10:45:09,533-14-9522
AC55126,DTL,MRC,2015-08-01 12:53:43,2015-08-01 10:14:15,641-64-4826
EA40105,GAG,JDM,2010-09-04 09:28:15,2010-09-04 08:02:37,554-76-0511
CD89324,SMK,LIC,2016-09-15 05:12:10,2016-09-14 22:28:32,462-66-7935
WD83662,BYA,FIL,2012-03-23 01:26:24,2012-03-22 19:58:08,570-03-8833
QQ77775,HII,ROW,2014-01-19 12:31:03,2014-01-19 07:59:56,856-68-7305
MH71720,SGF,MLD,2016-05-24 09:59:59,2016-05-24 04:50:10,056-80-0641
LW24158,WLD,HDN,2013-04-09 07:06:47,2013-04-09 02:02:24,261-60-4943
SE8826,AIY,HOM,2014-11-01 21:28:19,2014-11-01 15:13:19,846-90-9968
GG41387,COD,KBK,2012-02-01 10:42:54,2012-02-01 06:38:55,144-01-9005
YF37848,BPT,SAG,2012-11-17 05:40:30,2012-11-17 02:53:17,588-93-7376
MY81756,MCN,SYL,2014-07-21 08:00:41,2014-07-21 01:38:52,207-33-7703
DX74212,GXY,FAI,2010-08-05 04:51:20,2010-08-04 23:23:47,247-84-4454
VR58123,OKM,ECA,2015-10-04 21:19:04,2015-10-04 17:30:40,631-46-7646
PI58761,MGJ,ENL,2011-03-07 09:40:03,2011-03-07 07:58:59,707-06-5435
GC41288,PBA,SBS,2011-02-05 18:14:48,2011-02-05 11:35:17,145-74-2677
YG28666,KPV,FAI,2011-12-31 22:19:22,2011-12-31 17:43:19,278-63-9230
JH46091,GEY,RDG,2008-04-05 07:28:12,2008-04-05 02:17:52,199-32-7413
OF19493,TRM,LPS,2011-10-24 16:48:05,2011-10-24 11:23:31,692-57-6401
GE85424,HLC,RTD,2013-05-20 14:50:38,2013-05-20 13:32:29,162-92-6896
XJ28391,PLN,FLP,2011-05-21 00:41:35,2011-05-20 23:06:21,513-33-5040
AG30279,DBN,MOX,2015-10-19 10:46:54,2015-10-19 05:02:32,373-39-6461
BW41636,SCJ,BDL,2013-05-26 13:46:51,2013-05-26 09:16:34,116-74-7937
QO94231,LIT,SMK,2010-01-21 23:16:04,2010-01-21 20:06:57,505-52-6084
NR40738,HLI,PKA,2011-05-18 15:27:49,2011-05-18 12:27:50,220-13-9746
XB98853,RGR,SJN,2015-09-03 12:46:03,2015-09-03 10:11:18,339-83-7072
YB66705,TKE,LGF,2013-12-29 15:14:00,2013-12-29 10:22:25,145-96-7331
XF17940,MOD,TIX,2016-03-15 16:51:44,2016-03-15 10:11:58,673-55-3907
JM8367,FAT,LLX,2012-05-17 02:07:09,2012-05-16 20:20:58,707-06-5435
SZ22509,ALB,CVR,2014-01-15 09:50:12,2014-01-15 08:09:47,692-57-6401
PV71674,SAG,ANN,2014-05-19 06:21:20,2014-05-19 01:04:21,913-58-5296
WX57290,LSN,UDD,2009-08-20 19:26:25,2009-08-20 14:17:44,469-62-5718
ZJ13983,IDI,SAG,2008-07-04 17:42:33,2008-07-04 15:42:06,322-87-0151
XU53581,JAX,PHN,2013-12-19 17:02:04,2013-12-19 12:28:48,190-56-5509
TL12778,LSN,MQY,2013-11-07 22:42:02,2013-11-07 19:42:50,583-32-3128
GJ68832,RFG,SGU,2013-01-16 11:13:08,2013-01-16 05:28:45,766-92-4238
UB24171,SYA,IAN,2008-08-04 08:17:06,2008-08-04 04:52:34,421-13-5349
KH33266,TEK,CEX,2010-09-23 02:41:56,2010-09-22 20:55:44,815-54-7696
RB80569,PIA,LKS,2012-07-04 01:41:17,2012-07-03 23:25:14,934-35-1650
NR36686,HSH,HUJ,2012-04-24 02:45:44,2012-04-23 20:41:37,061-53-2624
AD36773,CTH,MCI,2016-09-12 21:23:16,2016-09-12 18:18:01,839-90-8643
YJ62851,WSG,SBO,2016-02-04 00:23:32,2016-02-03 18:43:43,749-45-9596
TX62990,RCT,PGR,2008-06-27 14:48:14,2008-06-27 13:20:28,949-58-7261
MF2045,YUM,SLQ,2013-07-20 18:29:53,2013-07-20 15:23:00,919-85-3331
KC79868,ALE,MPB,2015-02-14 09:16:55,2015-02-14 05:11:03,332-69-1279
TZ30944,PML,WRL,2016-09-13 08:38:32,2016-09-13 02:16:41,231-80-3440
GZ88159,SPI,SCH,2016-09-07 21:44:03,2016-09-07 20:15:11,834-05-7627
WN95553,KLW,TLT,2009-06-07 12:22:38,2009-06-07 10:30:40,230-67-1711
JE13138,IML,WRG,2008-08-21 19:36:16,2008-08-21 13:08:38,339-44-3962
GG41655,GPZ,SDM,2009-12-18 23:55:57,2009-12-18 22:44:18,278-63-9230
HB60931,FRG,BYA,2009-03-22 17:52:54,2009-03-22 13:22:31,388-26-3489
RA65920,GSH,EGP,2008-05-27 13:04:18,2008-05-27 08:07:52,598-78-7089
WR97468,LFT,ABI,2016-04-05 04:03:25,2016-04-04 23:36:06,554-76-0511
AC82854,RSN,BRG,2008-06-13 06:53:04,2008-06-13 00:46:17,412-42-7397
DF43407,TYZ,PKD,2012-10-15 11:12:10,2012-10-15 04:26:57,559-28-8448
KB27058,FOK,PHX,2010-02-19 10:54:50,2010-02-19 08:01:08,616-94-7372
WW19670,LRO,TDZ,2009-01-27 23:44:19,2009-01-27 18:40:30,162-92-6896
AR36562,CLM,MKT,2016-05-22 01:56:03,2016-05-21 23:52:21,744-70-0676
JO26363,FMC,JSD,2008-09-13 05:10:35,2008-09-13 01:34:22,922-34-0144
GE44792,GRM,TSM,2010-12-15 20:24:57,2010-12-15 18:12:41,661-82-5763
NY12329,BVU,HSH,2016-11-24 16:28:38,2016-11-24 12:57:49,380-27-2055
DC22094,SFF,SUM,2016-02-01 12:33:03,2016-02-01 08:46:33,145-96-7331
UW47311,WNC,MPB,2009-05-30 00:18:22,2009-05-29 17:36:05,817-44-4592
VH87572,CTX,CWO,2010-09-08 16:07:00,2010-09-08 12:49:25,765-73-9956
FF24708,IAB,BVU,2011-06-16 05:09:36,2011-06-15 23:13:20,322-55-3033
QZ89930,VLA,ILE,2010-12-04 01:44:14,2010-12-03 20:24:55,525-97-9080
EF8098,NHX,DGB,2010-06-07 07:18:46,2010-06-07 03:05:42,085-65-5645
CB40511,PVF,DSM,2013-12-02 13:30:35,2013-12-02 08:07:24,479-01-9497
ID54190,DLN,GVE,2010-02-12 11:11:03,2010-02-12 06:27:49,719-05-9171
NH99828,ENW,MCG,2013-11-13 21:15:19,2013-11-13 16:02:52,749-45-9596
BB85052,BKH,FRY,2009-09-13 09:57:18,2009-09-13 04:11:01,793-25-1234
MD96138,POB,TMA,2008-07-12 11:25:42,2008-07-12 08:23:35,378-32-5403
HC7444,ANA,SLT,2008-01-15 03:25:59,2008-01-15 02:02:56,872-00-1843
HY14441,PUW,KPT,2014-09-13 12:38:50,2014-09-13 10:05:46,326-04-8538
AT27440,PGR,PGV,2010-12-26 22:48:40,2010-12-26 20:02:01,673-55-3907
AZ42850,NBU,NRS,2011-12-28 01:21:22,2011-12-27 22:12:49,856-68-7305
KS63966,JXN,ELK,2009-02-03 10:41:42,2009-02-03 04:31:23,674-52-6003
PY48521,CRX,WPO,2011-01-07 22:18:28,2011-01-07 17:13:46,307-18-4553
OG23333,ORI,VSF,2010-02-21 07:10:41,2010-02-21 01:35:06,631-46-7646
HJ85362,ACV,AID,2013-07-04 19:24:17,2013-07-04 14:15:57,325-83-7578
SX67664,MDT,CFT,2010-03-19 02:35:49,2010-03-18 22:44:23,833-27-8204
CG76543,LNI,WWT,2012-02-28 07:28:18,2012-02-28 05:32:40,370-87-4189
GL47295,MLF,VNC,2016-10-03 23:36:39,2016-10-03 19:17:28,640-25-1292
FO3048,BDL,JBT,2016-05-07 09:10:47,2016-05-07 06:06:04,136-44-7802
EH75275,ARX,FOK,2012-08-09 04:24:51,2012-08-08 21:34:11,338-83-6303
IH15091,NLE,BTR,2011-07-26 00:13:36,2011-07-25 23:10:41,819-72-4018
BQ77127,MDD,FMN,2008-03-13 03:54:48,2008-03-12 21:14:34,558-14-9443
MK1194,KXA,TRL,2015-07-26 06:42:48,2015-07-26 04:06:43,017-71-7409
ZV7866,MUE,EFW,2009-07-05 21:03:14,2009-07-05 17:01:57,786-87-9934
BW40433,SWW,JID,2009-08-14 02:41:58,2009-08-14 00:03:09,944-29-9044
EH59317,MIE,MVC,2014-11-18 12:02:04,2014-11-18 06:13:13,938-12-3285
CF74211,FPR,SVH,2014-08-20 03:23:16,2014-08-19 23:54:17,872-00-1843
JO71984,MFI,SBD,2013-05-08 19:34:35,2013-05-08 16:22:18,876-30-0174
WG96647,RDD,JDM,2014-03-20 03:17:27,2014-03-19 23:39:28,568-83-1187
DE24302,ARV,RSJ,2010-04-21 15:59:27,2010-04-21 14:31:02,384-83-9932
RD11725,WVL,JRD,2015-04-25 16:18:06,2015-04-25 09:41:43,335-12-3800
LK31570,HBH,MUI,2016-07-20 19:11:32,2016-07-20 12:32:13,401-58-5857
PK49263,BTI,THP,2009-07-07 08:53:45,2009-07-07 03:18:02,949-58-7261
WN73433,FAY,BFF,2012-03-04 01:49:38,2012-03-03 23:17:59,749-45-9596
ZR84534,DUT,KLG,2013-11-07 21:19:07,2013-11-07 17:52:54,505-52-6084
YF10303,AUW,GOF,2016-06-01 04:12:38,2016-06-01 01:51:41,850-20-9832
AO64220,VGT,DIO,2015-08-24 10:57:50,2015-08-24 08:18:41,775-51-1864
HP30450,ILM,DWN,2016-11-17 19:25:55,2016-11-17 17:44:36,105-71-4080
KH36007,CLE,PTB,2012-08-10 14:15:14,2012-08-10 08:00:55,305-29-9154
WB40656,SSF,BZN,2008-12-25 07:11:57,2008-12-25 02:22:20,815-54-7696
SX8953,GBD,AXN,2010-03-13 12:26:56,2010-03-13 11:11:14,444-53-3337
AW14753,UKT,SNS,2015-05-31 08:18:45,2015-05-31 05:08:32,190-56-5509
AD72323,FCH,FME,2013-12-21 22:08:48,2013-12-21 20:07:38,934-35-1650
JT16653,GAD,MOX,2016-06-02 18:22:03,2016-06-02 16:36:45,902-60-2098
JG56244,LIT,WCR,2015-10-01 12:18:54,2015-10-01 11:11:18,598-78-7089
OP38182,CHS,WSD,2008-02-21 16:06:31,2008-02-21 09:24:21,220-13-9746
ZC67984,WTK,LMT,2009-08-21 03:29:22,2009-08-20 22:57:21,794-02-2853
GK10000,JID,DVN,2013-02-11 15:29:31,2013-02-11 11:08:21,339-83-7072
CS48500,PGD,WLB,2009-12-21 02:41:13,2009-12-20 21:53:17,432-62-8424
EU65884,PPA,HRO,2012-11-22 18:34:25,2012-11-22 14:00:43,705-36-9158
BJ93219,BWS,EVM,2014-02-01 07:44:02,2014-02-01 01:19:38,655-45-7422
DC88141,MIW,KCN,2011-07-03 22:39:59,2011-07-03 18:25:51,512-20-8200
KG30926,MBS,JBK,2015-07-04 13:18:17,2015-07-04 10:49:21,933-07-6556
UF4745,MBS,PQI,2011-12-23 13:58:55,2011-12-23 08:09:01,307-18-4553
OY79961,EKN,WLK,2016-04-09 02:47:36,2016-04-08 23:28:19,575-61-6621
QO99726,ANP,PKA,2010-09-19 21:45:27,2010-09-19 17:15:18,601-56-7161
QW40627,BMI,LYU,2013-11-25 03:14:19,2013-11-25 01:28:26,187-48-4106
TY75701,ELW,SJT,2011-01-30 00:51:16,2011-01-29 19:29:14,447-89-3741
XA3783,BPT,EMP,2010-09-07 21:56:23,2010-09-07 18:46:02,278-63-9230
PD83581,BZN,SKA,2011-06-26 02:32:25,2011-06-25 19:56:03,640-25-1292
NX59230,DUJ,KOA,2015-10-01 03:15:35,2015-09-30 22:54:56,447-89-3741
LD51960,SDX,PWT,2016-12-18 07:54:20,2016-12-18 01:49:51,178-82-6401
VR58430,OXR,KLN,2008-08-08 07:53:48,2008-08-08 03:00:26,749-45-9596
LW37317,NLE,ALE,2009-07-17 14:27:02,2009-07-17 13:26:03,559-28-8448
HR98756,HLC,HOU,2009-05-17 09:01:17,2009-05-17 03:42:28,471-81-5254
TN21081,REH,ELP,2008-07-20 21:57:39,2008-07-20 17:00:10,766-92-4238
PR54103,UTO,KKB,2012-01-11 20:18:22,2012-01-11 14:52:41,663-85-2041
VG30150,CNK,SLQ,2016-06-25 09:00:32,2016-06-25 07:39:38,145-96-7331
SG64457,HPB,GJT,2012-10-05 02:35:14,2012-10-04 22:17:09,760-42-3923
AX9940,AGN,DNN,2014-02-26 02:34:51,2014-02-25 20:26:27,555-75-7288
QI15772,MAF,DLF,2013-09-18 03:57:16,2013-09-17 21:57:03,092-17-5644
XQ57922,UCA,POH,2011-05-23 08:13:50,2011-05-23 06:14:01,588-93-7376
ZH18223,HDH,GIF,2011-04-22 18:12:24,2011-04-22 17:05:05,570-03-8833
RF98081,SJT,OAK,2010-08-31 20:50:08,2010-08-31 16:04:04,902-60-2098
EI93258,FYU,MTN,2008-03-09 15:32:23,2008-03-09 13:44:14,661-82-5763
UC34329,ERV,ASY,2010-05-01 01:57:14,2010-05-01 00:55:25,373-39-6461
IT46470,SIK,ORV,2008-05-28 22:46:43,2008-05-28 21:13:23,231-80-3440
RI8337,REE,WNC,2008-10-25 03:26:43,2008-10-25 01:06:18,652-68-4697
QI61191,FOE,SQL,2016-11-04 02:42:32,2016-11-03 22:56:39,864-10-3339
PE80493,PMD,HAB,2014-07-16 10:23:38,2014-07-16 04:11:35,135-45-9451
FG12630,GAG,JLA,2008-09-20 23:09:29,2008-09-20 20:30:26,056-80-0641
ZF49779,VLE,CHO,2008-09-18 04:25:14,2008-09-17 23:36:05,427-36-6549
MA24047,RAL,RBD,2015-09-05 01:00:00,2015-09-04 18:48:35,863-12-2025
WP34592,GQQ,ELV,2009-01-25 17:59:05,2009-01-25 14:06:52,039-90-7619
GE77380,GAB,BFP,2012-08-07 09:38:03,2012-08-07 05:06:45,261-97-6964
SM36048,SIV,JIO,2016-09-14 21:41:55,2016-09-14 19:30:27,219-82-8417
HH47765,LDJ,HIO,2014-09-07 22:47:06,2014-09-07 16:55:19,906-56-8783
RU18969,JMD,FIL,2008-07-01 16:59:57,2008-07-01 11:19:17,420-95-5680
HZ96369,LTS,SPQ,2014-10-22 05:02:06,2014-10-22 00:21:14,815-54-7696
VU69115,AIN,EDK,2016-04-20 23:31:21,2016-04-20 20:00:19,124-50-7920
DN32075,EDE,MEO,2012-10-28 07:50:27,2012-10-28 03:10:28,575-61-6621
BX87753,ENL,HAF,2010-01-28 00:14:21,2010-01-27 20:28:15,958-78-2153
IU77885,AIZ,ADR,2016-02-18 20:58:02,2016-02-18 19:40:31,441-57-0428
IG25657,UGI,TMA,2009-07-11 03:33:37,2009-07-10 22:35:14,555-75-7288
ST75541,DVT,CEZ,2009-12-16 14:49:16,2009-12-16 09:41:29,554-76-0511
LX86533,EWK,HNL,2011-05-09 09:28:15,2011-05-09 06:33:42,230-67-1711
SL86961,ADT,MCW,2013-12-01 02:31:39,2013-11-30 23:36:55,012-15-8995
YO85510,BSW,GCK,2010-01-05 22:35:10,2010-01-05 15:59:59,673-55-3907
KG50445,LWV,UIL,2014-04-29 09:54:01,2014-04-29 06:03:34,124-50-7920
LD53293,GGE,BGR,2013-03-12 16:57:09,2013-03-12 11:39:44,335-12-3800
KG88600,LIJ,TXK,2008-06-26 10:25:17,2008-06-26 07:06:34,261-97-6964
CT62305,HUJ,BMC,2008-01-27 05:52:19,2008-01-27 01:02:59,025-38-4942
RX31353,GAD,ORD,2015-11-09 12:53:35,2015-11-09 10:07:19,553-61-7445
XU23355,MWS,JCT,2010-03-08 14:48:28,2010-03-08 09:42:05,490-52-0092
ZT92842,DTH,JFN,2010-11-08 19:18:00,2010-11-08 15:04:26,145-96-7331
PP10198,TAL,WTR,2015-10-09 00:11:56,2015-10-08 19:31:13,173-60-1644
TU2338,CEY,ADK,2014-02-28 06:56:49,2014-02-28 00:58:23,817-44-4592
PK27320,GIF,SPZ,2010-06-16 01:26:32,2010-06-15 18:46:39,085-65-5645
EK52841,DSI,NLC,2016-04-11 09:31:35,2016-04-11 02:58:13,219-82-8417
DQ42613,ONL,NTU,2012-10-26 01:13:04,2012-10-25 18:17:29,248-75-1432
XJ37361,RVR,NIP,2012-03-23 21:47:27,2012-03-23 16:53:33,605-79-0530
OG28942,NPH,SOL,2013-08-29 23:27:28,2013-08-29 21:19:33,800-39-2298
AG42675,BML,CAO,2013-03-10 00:38:47,2013-03-09 20:38:10,949-58-7261
UW78931,LBB,LAA,2008-12-16 01:04:19,2008-12-15 18:18:51,786-56-4794
XP65315,FOK,SQI,2012-03-18 04:39:38,2012-03-18 00:46:59,879-13-5357
RB29849,KPC,OVE,2010-07-05 11:00:24,2010-07-05 09:30:36,279-44-8634
OG49651,VGT,PWK,2015-02-24 12:48:40,2015-02-24 06:10:39,694-40-7228
IL90449,LNY,CCB,2008-08-18 02:52:49,2008-08-17 21:45:12,705-36-9158
KE48768,FLT,UWA,2015-07-06 01:29:58,2015-07-05 20:11:08,720-71-5697
SX1982,NEN,POU,2010-01-30 15:39:48,2010-01-30 12:50:33,141-89-3049
XW96886,FLO,TKF,2012-02-02 04:34:22,2012-02-02 02:54:02,815-54-7696
DD48770,INS,PIB,2008-10-27 16:59:37,2008-10-27 10:30:47,564-80-6789
QS37992,ASH,KEK,2010-07-21 09:51:49,2010-07-21 08:19:32,500-88-8148
KK32674,UUK,CNH,2015-06-04 03:49:50,2015-06-03 23:04:46,760-42-3923
RS21822,MGC,MKK,2014-09-12 14:52:26,2014-09-12 10:52:42,433-31-8072
OC1797,MWS,DWF,2012-04-09 12:48:50,2012-04-09 06:41:24,545-27-6462
XU13251,MGE,FKN,2010-02-01 11:40:46,2010-02-01 08:04:21,378-32-5403
IA81493,OPF,KBK,2015-02-20 12:26:00,2015-02-20 06:37:25,933-07-6556
SN26831,HTL,IDP,2012-02-06 17:38:55,2012-02-06 13:25:17,545-27-6462
IY95673,BAD,PAE,2012-09-24 18:37:51,2012-09-24 15:39:42,374-75-4950
IU42773,NUL,MKC,2011-04-15 21:17:59,2011-04-15 20:05:22,093-57-7374
PW96956,MLC,LYH,2009-03-10 04:45:48,2009-03-10 01:07:15,432-04-3278
GZ11629,WBQ,GCN,2016-03-18 04:55:27,2016-03-17 23:25:46,957-35-2667
QX46270,DVL,CYS,2011-01-13 23:10:05,2011-01-13 20:08:39,794-02-2853
RF86858,DLO,RFD,2014-01-30 05:18:29,2014-01-29 22:21:59,944-29-9044
XF20259,AHT,YIP,2014-11-06 19:33:12,2014-11-06 15:39:53,803-01-4403
JZ46187,BVY,SNK,2015-07-28 14:04:09,2015-07-28 09:17:47,720-71-5697
WD37089,BFF,SBO,2011-04-17 03:08:51,2011-04-17 00:57:40,000-45-0482
WQ14156,ORQ,OZR,2008-11-28 22:49:06,2008-11-28 21:48:08,401-58-5857
RU88141,PJB,ISW,2008-01-04 20:08:55,2008-01-04 18:56:54,388-26-3489
DU54953,MAW,HEY,2014-01-18 05:25:17,2014-01-18 03:52:14,765-73-9956
ZL93156,POF,OGB,2013-02-28 12:17:46,2013-02-28 09:06:44,716-51-9808
IC12729,WWT,MEM,2008-03-23 04:21:33,2008-03-22 22:15:24,513-33-5040
HF22688,MAC,CAK,2010-08-19 07:12:41,2010-08-19 02:27:48,760-42-3923
UT14415,ORV,VKW,2009-03-28 07:09:35,2009-03-28 01:20:16,447-89-3741
NI60599,FWH,BYS,2012-10-18 11:14:35,2012-10-18 09:19:14,513-33-5040
IP5677,SJT,GRF,2013-12-04 08:13:06,2013-12-04 01:44:21,433-31-8072
WH89065,ART,MBL,2015-08-19 06:40:13,2015-08-18 23:57:04,871-90-8968
OJ44858,LWS,ALB,2014-02-08 03:30:32,2014-02-07 20:49:26,490-47-4237
DL75839,BSQ,MWC,2010-10-17 09:48:23,2010-10-17 06:55:19,709-73-8605
NZ3058,TIW,LBT,2011-07-29 00:56:06,2011-07-28 20:35:15,818-05-8488
JO20001,ORF,HTW,2010-03-19 14:57:06,2010-03-19 11:26:15,447-89-3741
ER36533,EVM,BMG,2010-04-10 22:13:25,2010-04-10 18:27:17,444-53-3337
AN23125,NNL,INR,2012-10-01 22:50:04,2012-10-01 19:00:22,597-33-1425
SP5429,ZNC,STL,2013-05-24 23:29:50,2013-05-24 17:14:40,373-39-6461
EC36628,KNW,AFW,2016-04-30 19:12:41,2016-04-30 17:50:31,766-92-4238
QE57781,NUQ,SMU,2013-07-09 01:27:15,2013-07-08 20:18:31,922-34-0144
DY88258,CHP,GKN,2015-01-14 21:22:37,2015-01-14 20:05:35,702-00-9648
BI81752,ISW,ALX,2008-06-21 00:15:13,2008-06-20 18:19:09,642-95-1284
LN11525,PEQ,HHR,2010-12-04 13:23:21,2010-12-04 11:53:37,744-37-3489
